id	token	visible	frequency_full	is_special	length_chars
8666	▁Mong	▁Mong	1	False	5
8667	▁May	▁May	1	False	4
8668	▁Mig	▁Mig	1	False	4
8669	▁Minist	▁Minist	1	False	7
8670	▁Most	▁Most	1	False	5
8671	▁Mathematic	▁Mathematic	1	False	11
8672	▁Meh	▁Meh	1	False	4
8673	▁Mani	▁Mani	1	False	5
8674	▁Medieval	▁Medieval	1	False	9
8675	▁Manmo	▁Manmo	1	False	6
8676	▁Medical	▁Medical	1	False	8
8677	▁Morarji	▁Morarji	1	False	8
8678	▁Mitoch	▁Mitoch	1	False	7
8679	▁Multi-g	▁Multi-g	1	False	8
8680	▁Madhav	▁Madhav	1	False	7
8681	ate.	ate.	1	False	4
8682	ategic,	ategic,	1	False	7
8683	▁whim	▁whim	1	False	5
8684	▁white	▁white	1	False	6
8685	od,	od,	1	False	3
8686	odic	odic	1	False	4
8687	odav	odav	0	False	4
8688	▁Pain	▁Pain	1	False	5
8689	▁Pud	▁Pud	1	False	4
8690	▁Phi	▁Phi	1	False	4
8691	▁Poli	▁Poli	1	False	5
8692	▁Post	▁Post	1	False	5
8693	▁Pach	▁Pach	1	False	5
8694	▁Pash	▁Pash	1	False	5
8695	▁Pali	▁Pali	1	False	5
8696	▁Pyth	▁Pyth	1	False	5
8697	▁Panch	▁Panch	1	False	6
8698	▁Pream	▁Pream	1	False	6
8699	▁Pandy	▁Pandy	1	False	6
8700	▁Peace	▁Peace	1	False	6
8701	▁Pāṇ	▁Pāṇ	1	False	4
8702	▁Primary	▁Primary	1	False	8
8703	▁Prades	▁Prades	1	False	7
8704	ions.	ions.	1	False	5
8705	▁stres	▁stres	1	False	6
8706	▁stop	▁stop	1	False	5
8707	▁stage	▁stage	1	False	6
8708	▁still	▁still	1	False	6
8709	▁stup	▁stup	1	False	5
8710	▁stable	▁stable	1	False	7
8711	▁stood	▁stood	1	False	6
8712	▁struc	▁struc	1	False	6
8713	▁stamp	▁stamp	1	False	6
8714	▁stands	▁stands	1	False	7
8715	▁story	▁story	1	False	6
8716	▁statist	▁statist	1	False	8
8717	▁stressed	▁stressed	1	False	9
8718	▁stone	▁stone	1	False	6
8719	▁starting	▁starting	1	False	9
8720	▁stitched	▁stitched	1	False	9
8721	▁strain	▁strain	1	False	7
8722	▁aspect	▁aspect	1	False	7
8723	▁consequent	▁consequent	1	False	11
8724	▁constitutes	▁constitutes	1	False	12
8725	▁conifer	▁conifer	1	False	8
8726	▁63	▁63	1	False	3
8727	▁6°	▁6°	1	False	3
8728	▁600	▁600	1	False	4
8729	▁65.	▁65.	1	False	4
8730	▁63.8	▁63.8	1	False	5
8731	▁6.0%	▁6.0%	1	False	5
8732	▁68°	▁68°	1	False	4
8733	im.	im.	1	False	3
8734	imum	imum	1	False	4
8735	ime,	ime,	1	False	4
8736	imha	imha	1	False	4
8737	aining	aining	1	False	6
8738	etric	etric	1	False	5
8739	eterre	eterre	0	False	6
8740	ress,	ress,	1	False	5
8741	resident,	resident,	1	False	9
8742	▁Elec	▁Elec	1	False	5
8743	▁Educ	▁Educ	1	False	5
8744	▁Eigh	▁Eigh	1	False	5
8745	▁Ety	▁Ety	1	False	4
8746	▁Each	▁Each	1	False	5
8747	▁Emb	▁Emb	1	False	4
8748	▁Ener	▁Ener	1	False	5
8749	▁Epic	▁Epic	1	False	5
8750	▁Exp	▁Exp	1	False	4
8751	▁Evidence	▁Evidence	1	False	9
8752	▁Ell	▁Ell	1	False	4
8753	▁Esche	▁Esche	1	False	6
8754	▁Examp	▁Examp	1	False	6
8755	▁Eleph	▁Eleph	1	False	6
8756	▁run	▁run	1	False	4
8757	▁rite	▁rite	1	False	5
8758	▁rice	▁rice	1	False	5
8759	▁rising	▁rising	1	False	7
8760	▁rush	▁rush	1	False	5
8761	▁rates,	▁rates,	1	False	7
8762	▁risen	▁risen	1	False	6
8763	▁rhyth	▁rhyth	1	False	6
8764	▁risks	▁risks	1	False	6
8765	▁riches	▁riches	1	False	7
8766	▁ritual	▁ritual	1	False	7
8767	romos	romos	0	False	5
8768	▁unders	▁unders	1	False	7
8769	▁ubi	▁ubi	1	False	4
8770	▁undisputed	▁undisputed	1	False	11
8771	ure"	ure"	1	False	4
8772	ure-l	ure-l	1	False	5
8773	▁itse	▁itse	1	False	5
8774	utan	utan	1	False	4
8775	utch	utch	0	False	4
8776	utors	utors	1	False	5
8777	utside	utside	0	False	6
8778	utaries	utaries	1	False	7
8779	uttu	uttu	1	False	4
8780	opy	opy	1	False	3
8781	operation,	operation,	1	False	10
8782	opolis.	opolis.	1	False	7
8783	▁expe	▁expe	1	False	5
8784	▁exceed	▁exceed	1	False	7
8785	▁exogam	▁exogam	1	False	7
8786	▁except	▁except	1	False	7
8787	abhat	abhat	1	False	5
8788	tery	tery	1	False	4
8789	tered	tered	1	False	5
8790	teries	teries	0	False	6
8791	tercult	tercult	1	False	7
8792	▁oral	▁oral	1	False	5
8793	▁order	▁order	1	False	6
8794	▁orders	▁orders	1	False	7
8795	angra	angra	1	False	5
8796	anges.	anges.	0	False	6
8797	anga.	anga.	1	False	5
8798	▁"ass	▁"ass	1	False	5
8799	▁"out	▁"out	1	False	5
8800	▁"India	▁"India	1	False	7
8801	▁"the	▁"the	1	False	5
8802	▁"sc	▁"sc	1	False	4
8803	▁"Aph	▁"Aph	1	False	5
8804	▁"Gre	▁"Gre	1	False	5
8805	▁"Min	▁"Min	1	False	5
8806	▁"bro	▁"bro	1	False	5
8807	▁"dow	▁"dow	1	False	5
8808	▁"off	▁"off	1	False	5
8809	▁"unt	▁"unt	1	False	5
8810	▁"river	▁"river	1	False	7
8811	▁42	▁42	1	False	3
8812	▁4th	▁4th	1	False	4
8813	▁49.	▁49.	1	False	4
8814	▁431	▁431	1	False	4
8815	▁41.1	▁41.1	1	False	5
8816	▁42%.	▁42%.	1	False	5
8817	▁46%	▁46%	1	False	4
8818	▁45.8%	▁45.8%	1	False	6
8819	▁41%,	▁41%,	1	False	5
8820	▁44′	▁44′	1	False	4
8821	▁H.	▁H.	1	False	3
8822	▁Hel	▁Hel	1	False	4
8823	▁Histor	▁Histor	1	False	7
8824	▁Hara	▁Hara	1	False	5
8825	▁Homo	▁Homo	1	False	5
8826	▁Hyder	▁Hyder	1	False	6
8827	tic,	tic,	1	False	4
8828	ticoat	ticoat	1	False	6
8829	▁International	▁International	1	False	14
8830	▁Instead	▁Instead	1	False	8
8831	ume.	ume.	1	False	4
8832	umped	umped	1	False	5
8833	acity	acity	1	False	5
8834	aces,	aces,	0	False	5
8835	acy.	acy.	1	False	4
8836	ac-t	ac-t	1	False	4
8837	accines	accines	0	False	7
8838	actionalism,	actionalism,	0	False	12
8839	▁onward	▁onward	1	False	7
8840	udal	udal	0	False	4
8841	udra,	udra,	1	False	5
8842	udaism,	udaism,	0	False	7
8843	udiciary	udiciary	0	False	8
8844	▁sung	▁sung	1	False	5
8845	▁sustained	▁sustained	1	False	10
8846	▁3%	▁3%	1	False	3
8847	▁32	▁32	1	False	3
8848	▁31,	▁31,	1	False	4
8849	▁39%	▁39%	1	False	4
8850	▁31.1	▁31.1	1	False	5
8851	▁31.2%	▁31.2%	1	False	6
8852	▁1946	▁1946	1	False	5
8853	▁1949	▁1949	1	False	5
8854	▁1949.	▁1949.	1	False	6
8855	▁which,	▁which,	1	False	7
8856	▁D.	▁D.	1	False	3
8857	▁Dog	▁Dog	1	False	4
8858	▁Domin	▁Domin	1	False	6
8859	▁Domestic	▁Domestic	1	False	9
8860	▁Despite	▁Despite	1	False	8
8861	▁Democrac	▁Democrac	1	False	9
8862	▁DNA	▁DNA	1	False	4
8863	▁Dhol	▁Dhol	1	False	5
8864	▁Diction	▁Diction	1	False	8
8865	▁Deterre	▁Deterre	1	False	8
8866	ies;	ies;	1	False	4
8867	ies—not	ies—not	1	False	7
8868	▁Govern	▁Govern	1	False	7
8869	▁Gener	▁Gener	1	False	6
8870	▁Group	▁Group	1	False	6
8871	▁Gold	▁Gold	1	False	5
8872	▁Geograph	▁Geograph	1	False	9
8873	▁Ganweri	▁Ganweri	1	False	8
8874	▁Garba	▁Garba	1	False	6
8875	▁Gradually	▁Gradually	1	False	10
8876	▁Gowda	▁Gowda	1	False	6
8877	▁Godav	▁Godav	1	False	6
8878	▁No	▁No	1	False	3
8879	▁Nav	▁Nav	1	False	4
8880	▁Nag	▁Nag	1	False	4
8881	▁Nare	▁Nare	1	False	5
8882	▁Nations	▁Nations	1	False	8
8883	▁Nains	▁Nains	1	False	6
8884	▁Nax	▁Nax	1	False	4
8885	▁Noted	▁Noted	1	False	6
8886	▁Natak	▁Natak	1	False	6
8887	▁Naras	▁Naras	1	False	6
8888	▁New	▁New	1	False	4
8889	▁Nihâ	▁Nihâ	1	False	5
8890	▁Natar	▁Natar	1	False	6
8891	▁Narmad	▁Narmad	1	False	7
8892	▁Niamt	▁Niamt	1	False	6
8893	▁Nadu;	▁Nadu;	1	False	6
8894	orean	orean	0	False	5
8895	di,	di,	1	False	3
8896	dial	dial	1	False	4
8897	diers,	diers,	1	False	6
8898	▁parity	▁parity	1	False	7
8899	▁paralle	▁paralle	1	False	8
8900	▁parks	▁parks	1	False	6
8901	ity.	ity.	1	False	4
8902	aker	aker	1	False	4
8903	akti	akti	1	False	4
8904	ake.	ake.	1	False	4
8905	akening	akening	1	False	7
8906	▁area	▁area	1	False	5
8907	▁areas,	▁areas,	1	False	7
8908	▁arenas,	▁arenas,	1	False	8
8909	ppa,	ppa,	1	False	4
8910	pping,	pping,	1	False	6
8911	ppayat	ppayat	1	False	6
8912	▁arc	▁arc	1	False	4
8913	▁arts	▁arts	1	False	5
8914	▁archi	▁archi	1	False	6
8915	▁arisen	▁arisen	1	False	7
8916	▁arranged	▁arranged	1	False	9
8917	▁arrived	▁arrived	1	False	8
8918	▁array	▁array	1	False	6
8919	▁arteries	▁arteries	1	False	9
8920	▁1947.	▁1947.	1	False	6
8921	▁7%	▁7%	1	False	3
8922	▁7′	▁7′	1	False	3
8923	▁7%,	▁7%,	1	False	4
8924	▁79.	▁79.	1	False	4
8925	▁7.1	▁7.1	1	False	4
8926	▁7.9%	▁7.9%	1	False	5
8927	▁72.0	▁72.0	1	False	5
8928	▁700–400	▁700–400	1	False	8
8929	igin	igin	1	False	4
8930	igai	igai	1	False	4
8931	igarhi,	igarhi,	1	False	7
8932	constitution	constitution	0	False	12
8933	ock	ock	1	False	3
8934	ocal	ocal	0	False	4
8935	▁vult	▁vult	1	False	5
8936	▁vice	▁vice	1	False	5
8937	▁vie	▁vie	1	False	4
8938	▁voice	▁voice	1	False	6
8939	▁value	▁value	1	False	6
8940	▁vaccines	▁vaccines	1	False	9
8941	▁allow	▁allow	1	False	6
8942	▁allowing	▁allowing	1	False	9
8943	▁allu	▁allu	1	False	5
8944	▁almond	▁almond	1	False	7
8945	▁altern	▁altern	1	False	7
8946	▁algebra.	▁algebra.	1	False	9
8947	▁commission	▁commission	1	False	11
8948	▁combined	▁combined	1	False	9
8949	▁commun	▁commun	1	False	7
8950	▁income	▁income	1	False	7
8951	▁inclus	▁inclus	1	False	7
8952	▁incremental	▁incremental	1	False	12
8953	over,	over,	0	False	5
8954	▁intel	▁intel	1	False	6
8955	▁internal	▁internal	1	False	9
8956	▁integ	▁integ	1	False	6
8957	hile	hile	0	False	4
8958	hievement	hievement	0	False	9
8959	el,	el,	1	False	3
8960	▁cost	▁cost	1	False	5
8961	▁cosm	▁cosm	1	False	5
8962	▁cott	▁cott	1	False	5
8963	▁cooperation	▁cooperation	1	False	12
8964	▁cosine,	▁cosine,	1	False	8
8965	▁coherent	▁coherent	1	False	9
8966	▁co-operation	▁co-operation	1	False	13
8967	▁cosine	▁cosine	1	False	7
8968	▁coins.	▁coins.	1	False	7
8969	▁condition	▁condition	1	False	10
8970	▁centres	▁centres	1	False	8
8971	▁militants	▁militants	1	False	10
8972	▁deal	▁deal	1	False	5
8973	▁death	▁death	1	False	6
8974	▁deep	▁deep	1	False	5
8975	▁defore	▁defore	1	False	7
8976	▁debate	▁debate	1	False	7
8977	▁deposition	▁deposition	1	False	11
8978	▁deems	▁deems	1	False	6
8979	ial,	ial,	1	False	4
8980	due	due	0	False	3
8981	dual	dual	0	False	4
8982	ians.)	ians.)	1	False	6
8983	ers—w	ers—w	1	False	5
8984	▁spok	▁spok	1	False	5
8985	▁spite	▁spite	1	False	6
8986	▁spring	▁spring	1	False	7
8987	▁spons	▁spons	1	False	6
8988	▁split	▁split	1	False	6
8989	▁unwan	▁unwan	1	False	6
8990	▁uneas	▁uneas	1	False	6
8991	▁unpre	▁unpre	1	False	6
8992	▁units	▁units	1	False	6
8993	▁unlin	▁unlin	1	False	6
8994	▁unanim	▁unanim	1	False	7
8995	▁unrest	▁unrest	1	False	7
8996	▁units.	▁units.	1	False	7
8997	▁unleav	▁unleav	1	False	7
8998	▁unconstitution	▁unconstitution	1	False	15
8999	▁proclaiming	▁proclaiming	1	False	12
9000	▁divided	▁divided	1	False	8
9001	▁diox	▁diox	1	False	5
9002	ours.	ours.	0	False	5
9003	ourse	ourse	0	False	5
9004	ources,	ources,	0	False	7
9005	▁8th	▁8th	1	False	4
9006	▁800	▁800	1	False	4
9007	▁8.6%	▁8.6%	1	False	5
9008	▁80,000	▁80,000	1	False	7
9009	▁continent	▁continent	1	False	10
9010	▁contemp	▁contemp	1	False	8
9011	▁context	▁context	1	False	8
9012	▁contours.	▁contours.	1	False	10
9013	os:	os:	0	False	3
9014	os;	os;	1	False	3
9015	osite	osite	0	False	5
9016	▁lie	▁lie	1	False	4
9017	▁list	▁list	1	False	5
9018	▁lived	▁lived	1	False	6
9019	▁liqu	▁liqu	1	False	5
9020	▁limit	▁limit	1	False	6
9021	▁chall	▁chall	1	False	6
9022	▁choli	▁choli	1	False	6
9023	▁change	▁change	1	False	7
9024	▁chose	▁chose	1	False	6
9025	▁chains	▁chains	1	False	7
9026	▁changed	▁changed	1	False	8
9027	▁chicken	▁chicken	1	False	8
9028	▁chronic	▁chronic	1	False	8
9029	▁choic	▁choic	1	False	6
9030	▁chatur	▁chatur	1	False	7
9031	▁changes.	▁changes.	1	False	9
9032	▁Hindus	▁Hindus	1	False	7
9033	▁1994	▁1994	1	False	5
9034	▁1998.	▁1998.	1	False	6
9035	▁1995.	▁1995.	1	False	6
9036	▁1996,	▁1996,	1	False	6
9037	▁18,	▁18,	1	False	4
9038	▁18%,	▁18%,	1	False	5
9039	▁18.1	▁18.1	1	False	5
9040	▁1820	▁1820	1	False	5
9041	▁1848	▁1848	1	False	5
9042	▁1885.	▁1885.	1	False	6
9043	▁1891,	▁1891,	1	False	6
9044	▁2011.	▁2011.	1	False	6
9045	▁1972,	▁1972,	1	False	6
9046	▁1970–19	▁1970–19	1	False	8
9047	▁Jun	▁Jun	1	False	4
9048	▁Just	▁Just	1	False	5
9049	▁Judaism,	▁Judaism,	1	False	9
9050	▁When	▁When	1	False	5
9051	▁Wild	▁Wild	1	False	5
9052	▁War,	▁War,	1	False	5
9053	▁Widespread	▁Widespread	1	False	11
9054	▁Whether	▁Whether	1	False	8
9055	▁While	▁While	1	False	6
9056	ance.	ance.	1	False	5
9057	▁worship	▁worship	1	False	8
9058	chasing	chasing	1	False	7
9059	lows.	lows.	0	False	5
9060	▁large,	▁large,	1	False	7
9061	ousands	ousands	0	False	7
9062	▁Rig	▁Rig	1	False	4
9063	▁Rice	▁Rice	1	False	5
9064	▁Reb	▁Reb	1	False	4
9065	▁Rann	▁Rann	1	False	5
9066	▁Rams	▁Rams	1	False	5
9067	▁Rakh	▁Rakh	1	False	5
9068	▁R&D	▁R&D	1	False	4
9069	▁Rao,	▁Rao,	1	False	5
9070	▁River	▁River	1	False	6
9071	▁Rukmin	▁Rukmin	1	False	7
9072	▁Rāmā	▁Rāmā	1	False	5
9073	▁Reserves	▁Reserves	1	False	9
9074	▁Rasli	▁Rasli	1	False	6
9075	▁Roman	▁Roman	1	False	6
9076	▁Ramanu	▁Ramanu	1	False	7
9077	▁Russia,	▁Russia,	1	False	8
9078	▁Ridge	▁Ridge	1	False	6
9079	avily	avily	0	False	5
9080	avati,	avati,	1	False	6
9081	avarsh	avarsh	1	False	6
9082	avira,	avira,	1	False	6
9083	age.	age.	0	False	4
9084	ution"	ution"	0	False	6
9085	asslands	asslands	1	False	8
9086	▁form.	▁form.	1	False	6
9087	▁forms,	▁forms,	1	False	7
9088	▁formerly	▁formerly	1	False	9
9089	▁formulaic	▁formulaic	1	False	10
9090	▁formations,	▁formations,	1	False	12
9091	aging	aging	1	False	5
9092	ages.	ages.	1	False	5
9093	aged.	aged.	1	False	5
9094	agupt	agupt	1	False	5
9095	agonists	agonists	1	False	8
9096	agorean	agorean	1	False	7
9097	agos:	agos:	1	False	5
9098	1,380	1,380	1	False	5
9099	atis,	atis,	0	False	5
9100	atiya	atiya	1	False	5
9101	atite	atite	1	False	5
9102	atism	atism	1	False	5
9103	ativity	ativity	0	False	7
9104	atika	atika	0	False	5
9105	ogurt	ogurt	0	False	5
9106	shore	shore	1	False	5
9107	shali	shali	1	False	5
9108	shatriya,	shatriya,	0	False	9
9109	▁moved	▁moved	1	False	6
9110	▁moving	▁moving	1	False	7
9111	▁mobility	▁mobility	1	False	9
9112	.6%,	.6%,	0	False	4
9113	.64%	.64%	0	False	4
9114	aja	aja	1	False	3
9115	ot.	ot.	0	False	3
9116	ota	ota	0	False	3
9117	ote	ote	1	False	3
9118	otal	otal	1	False	4
9119	otta	otta	1	False	4
9120	anta	anta	1	False	4
9121	▁adversity	▁adversity	1	False	10
9122	▁adverse	▁adverse	1	False	8
9123	▁adequ	▁adequ	1	False	6
9124	▁adhered	▁adhered	1	False	8
9125	▁adherent	▁adherent	1	False	9
9126	▁adjoin	▁adjoin	1	False	7
9127	▁administer	▁administer	1	False	11
9128	▁adhering	▁adhering	1	False	9
9129	▁perform	▁perform	1	False	8
9130	▁pervasive	▁pervasive	1	False	10
9131	▁perhaps	▁perhaps	1	False	8
9132	▁perman	▁perman	1	False	7
9133	▁perception	▁perception	1	False	11
9134	▁marble	▁marble	1	False	7
9135	▁marital	▁marital	1	False	8
9136	▁marries	▁marries	1	False	8
9137	▁marma	▁marma	1	False	6
9138	▁marinade	▁marinade	1	False	9
9139	▁martial	▁martial	1	False	8
9140	▁Chord	▁Chord	1	False	6
9141	▁Chronic	▁Chronic	1	False	8
9142	▁Chaud	▁Chaud	1	False	6
9143	▁Charan	▁Charan	1	False	7
9144	▁Chromos	▁Chromos	1	False	8
9145	▁Chota	▁Chota	1	False	6
9146	othing	othing	1	False	6
9147	ritory	ritory	1	False	6
9148	ritage.	ritage.	0	False	7
9149	▁kriti	▁kriti	1	False	6
9150	▁kne	▁kne	1	False	4
9151	▁kingly	▁kingly	1	False	7
9152	▁kabad	▁kabad	1	False	6
9153	▁kho	▁kho	1	False	4
9154	▁keep	▁keep	1	False	5
9155	▁kho,	▁kho,	1	False	5
9156	▁katab	▁katab	1	False	6
9157	▁yards	▁yards	1	False	6
9158	▁young	▁young	1	False	6
9159	▁yogurt	▁yogurt	1	False	7
9160	▁atop	▁atop	1	False	5
9161	▁atyp	▁atyp	1	False	5
9162	▁atolls	▁atolls	1	False	7
9163	▁1962,	▁1962,	1	False	6
9164	▁1967,	▁1967,	1	False	6
9165	▁1966,	▁1966,	1	False	6
9166	▁1964,	▁1964,	1	False	6
9167	▁5%	▁5%	1	False	3
9168	▁5th	▁5th	1	False	4
9169	▁5.3	▁5.3	1	False	4
9170	▁5%,	▁5%,	1	False	4
9171	▁580	▁580	1	False	4
9172	▁55.8%	▁55.8%	1	False	6
9173	▁5,42	▁5,42	1	False	5
9174	▁522	▁522	1	False	4
9175	3,26	3,26	1	False	4
9176	▁Viet	▁Viet	1	False	5
9177	▁Vindh	▁Vindh	1	False	6
9178	▁Virt	▁Virt	1	False	5
9179	▁V-D	▁V-D	1	False	4
9180	▁Varāham	▁Varāham	1	False	8
9181	▁leaving	▁leaving	1	False	8
9182	▁leaf	▁leaf	1	False	5
9183	▁lexicon	▁lexicon	1	False	8
9184	▁economies	▁economies	1	False	10
9185	▁north.	▁north.	1	False	7
9186	▁north;	▁north;	1	False	7
9187	▁north-w	▁north-w	1	False	8
9188	▁north-east	▁north-east	1	False	11
9189	▁northwest	▁northwest	1	False	10
9190	▁northeast,	▁northeast,	1	False	11
9191	▁subord	▁subord	1	False	7
9192	▁sub-c	▁sub-c	1	False	6
9193	▁subject	▁subject	1	False	8
9194	▁subcast	▁subcast	1	False	8
9195	▁subtropical	▁subtropical	1	False	12
9196	▁subdue	▁subdue	1	False	7
9197	meric,	meric,	1	False	6
9198	▁Fed	▁Fed	1	False	4
9199	▁From	▁From	1	False	5
9200	▁Four	▁Four	1	False	5
9201	▁Further	▁Further	1	False	8
9202	▁Faith	▁Faith	1	False	6
9203	▁France,	▁France,	1	False	8
9204	▁Fiscal	▁Fiscal	1	False	7
9205	▁Ficus	▁Ficus	1	False	6
9206	▁Fully	▁Fully	1	False	6
9207	▁Female	▁Female	1	False	7
9208	quely	quely	1	False	5
9209	quitous	quitous	1	False	7
9210	▁Unt	▁Unt	1	False	4
9211	▁Under	▁Under	1	False	6
9212	▁Uday	▁Uday	1	False	5
9213	▁Utt	▁Utt	1	False	4
9214	▁seen	▁seen	1	False	5
9215	▁seven	▁seven	1	False	6
9216	▁seas,	▁seas,	1	False	6
9217	▁seals,	▁seals,	1	False	7
9218	▁seaf	▁seaf	1	False	5
9219	▁segre	▁segre	1	False	6
9220	▁sealed	▁sealed	1	False	7
9221	▁seams	▁seams	1	False	6
9222	▁seek	▁seek	1	False	5
9223	▁seal,	▁seal,	1	False	6
9224	▁clust	▁clust	1	False	6
9225	▁close	▁close	1	False	6
9226	▁clans,	▁clans,	1	False	7
9227	▁cloud	▁cloud	1	False	6
9228	▁plural	▁plural	1	False	7
9229	▁plants	▁plants	1	False	7
9230	▁planning	▁planning	1	False	9
9231	▁places,	▁places,	1	False	8
9232	▁elite	▁elite	1	False	6
9233	▁government;	▁government;	1	False	12
9234	▁government's	▁government's	1	False	13
9235	lective	lective	1	False	7
9236	▁K.	▁K.	1	False	3
9237	▁Karn	▁Karn	1	False	5
9238	▁Kris	▁Kris	1	False	5
9239	▁Kingdom	▁Kingdom	1	False	8
9240	▁Kann	▁Kann	1	False	5
9241	▁Konkani	▁Konkani	1	False	8
9242	▁Karla	▁Karla	1	False	6
9243	▁Kolkata,	▁Kolkata,	1	False	9
9244	▁Kutch	▁Kutch	1	False	6
9245	▁Kshatriya,	▁Kshatriya,	1	False	11
9246	▁care.	▁care.	1	False	6
9247	▁capped	▁capped	1	False	7
9248	▁caret	▁caret	1	False	6
9249	▁pride,	▁pride,	1	False	7
9250	▁private	▁private	1	False	8
9251	▁priorities	▁priorities	1	False	11
9252	▁priests,	▁priests,	1	False	9
9253	▁firms,	▁firms,	1	False	7
9254	ome's	ome's	1	False	5
9255	▁decimal	▁decimal	1	False	8
9256	▁decentral	▁decentral	1	False	10
9257	▁decisions	▁decisions	1	False	10
9258	▁decennial	▁decennial	1	False	10
9259	▁decoration,	▁decoration,	1	False	12
9260	▁decisively	▁decisively	1	False	11
9261	▁decolonisation	▁decolonisation	1	False	15
9262	ght.	ght.	1	False	4
9263	▁complic	▁complic	1	False	8
9264	▁compared	▁compared	1	False	9
9265	▁composition	▁composition	1	False	12
9266	▁composite	▁composite	1	False	10
9267	▁Hindu,	▁Hindu,	1	False	7
9268	▁Hindus,	▁Hindus,	1	False	8
9269	▁Hinduism.	▁Hinduism.	1	False	10
9270	▁Hindu-majority	▁Hindu-majority	1	False	15
9271	▁Hindu–Ara	▁Hindu–Ara	1	False	10
9272	ntrodd	ntrodd	1	False	6
9273	▁here.	▁here.	1	False	6
9274	▁helped	▁helped	1	False	7
9275	▁heart	▁heart	1	False	6
9276	▁heavily	▁heavily	1	False	8
9277	▁heritage.	▁heritage.	1	False	10
9278	▁traded	▁traded	1	False	7
9279	▁training	▁training	1	False	9
9280	▁traders,	▁traders,	1	False	9
9281	▁aggl	▁aggl	1	False	5
9282	▁agro-p	▁agro-p	1	False	7
9283	enerational	enerational	1	False	11
9284	▁sync	▁sync	1	False	5
9285	▁symb	▁symb	1	False	5
9286	▁region,	▁region,	1	False	8
9287	▁regionally	▁regionally	1	False	11
9288	▁region-s	▁region-s	1	False	9
9289	▁South,	▁South,	1	False	7
9290	▁included	▁included	1	False	9
9291	▁included.	▁included.	1	False	10
9292	▁year,	▁year,	1	False	6
9293	▁year-round	▁year-round	1	False	11
9294	▁populous	▁populous	1	False	9
9295	ffs;	ffs;	1	False	4
9296	ffalo	ffalo	1	False	5
9297	ivasa	ivasa	1	False	5
9298	▁2024	▁2024	1	False	5
9299	▁2026	▁2026	1	False	5
9300	▁2021,	▁2021,	1	False	6
9301	▁2020.	▁2020.	1	False	6
9302	▁2022,	▁2022,	1	False	6
9303	▁2024,	▁2024,	1	False	6
9304	▁2024.	▁2024.	1	False	6
9305	▁overall	▁overall	1	False	8
9306	▁overran	▁overran	1	False	8
9307	▁overlaps	▁overlaps	1	False	9
9308	▁relied	▁relied	1	False	7
9309	▁reliance	▁reliance	1	False	9
9310	▁reliefs	▁reliefs	1	False	8
9311	▁relief,	▁relief,	1	False	8
9312	ational,	ational,	1	False	8
9313	ath"	ath"	1	False	4
9314	athan	athan	1	False	5
9315	athes	athes	1	False	5
9316	▁shorter	▁shorter	1	False	8
9317	▁shares	▁shares	1	False	7
9318	▁shook	▁shook	1	False	6
9319	▁shirt	▁shirt	1	False	6
9320	▁sharp	▁sharp	1	False	6
9321	▁southwest,	▁southwest,	1	False	11
9322	▁south-east	▁south-east	1	False	11
9323	▁southwest	▁southwest	1	False	10
9324	▁southeast,	▁southeast,	1	False	11
9325	▁endogam	▁endogam	1	False	8
9326	▁endeav	▁endeav	1	False	7
9327	▁end—passing	▁end—passing	1	False	12
9328	ectanc	ectanc	0	False	6
9329	ections,	ections,	1	False	8
9330	ectionist	ectionist	1	False	9
9331	▁need	▁need	1	False	5
9332	▁neoli	▁neoli	1	False	6
